OPERADOR	LÍNEA	NIVEL DE TENSIÓN (kV)	LONGITUD (km)	CAPACIDAD TRANSPORTE NOMINAL (A)	CAPACIDAD TRANSPORTE TÉRMICO (A)	CAPACIDAD TRANSPORTE EMERGENCIA (A)	R1 (Ω/km)	X1 (Ω/km)	B1 (uS/km)	R0 (Ω/km)	X0 (Ω/km)	B0 (uS/km)	CLASE	CONDUCTOR TIPO	CONDUCTOR CALIBRE	FECHA DE ENTRADA	OBSERVACIONES	ACTIVO COMPARTIDO	ACUERDO
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	CONVENCION  TIBU 1 115 kV	115.0	79.22	300	300	300	0.4291	0.5961	3.1767	0.7204	1.6567	1.8096	Str		0.00	01/01/1968		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	LA INSULA (CUCUTA)  BELEN (CUCUTA) 1 115 kV	115.0	21.38	661	859	793.6	0.1210	0.4874	3.4078	0.3784	1.2775	1.9498	Str		0.00	06/07/2003		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	LA INSULA (CUCUTA)  SAN MATEO (CUCUTA) 1 115 kV	115.0	13.60	800	910	800	0.0801	0.4583	3.6010	0.3714	1.5189	1.9395	Str		0.00	06/10/2006		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	LA INSULA (CUCUTA)  ZULIA 1 115 kV	115.0	31.24	350	490	350	0.2092	0.4950	3.3216	0.5004	1.5556	1.8556	Str		0.00	01/01/2001		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	SAN MATEO (CUCUTA)  COROZO 2 230 kV	230.0	9.20	753	753	753	0.1112	0.4193	4.5120	0.3400	1.5320	2.2000	Uso		0.00	13/03/1996		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	TIBU  ZULIA 1 115 kV	115.0	68.34	300	490	300	0.2091	0.4951	3.3216	0.5004	1.5556	1.8556	Str		0.00	01/01/1962		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	CABAÑA (CAUCA)  PROPAL 1 115 kV	115.0	0.74	200	458	220	0.2379	0.5473	3.3930	0.6413	1.3181	2.1110	Str	ACSR	266.8	01/01/2001		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	JAMUNDI  PANCE 1 115 kV	115.0	11.27	590	590	649	0.1436	0.7623	4.0340	0.4204	1.3055	2.4880	Str	ACSR	397.5	30/06/2011		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	JAMUNDI  SANTANDER 1 115 kV	115.0	31.83	590	590	649	0.1411	0.4800	4.0340	0.4246	1.3690	2.4880	Str	ACSR	397.5	30/06/2011		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	PANCE  SANTANDER 2 115 kV	115.0	43.10	590	590	649	0.1429	0.4856	3.5960	0.4288	1.3832	1.8280	Str	ACSR	397.5	01/01/1973		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	PRINCIPAL (POPAYAN)  EL ZAQUE 1 115 kV	115.0	70.00	531	590	590	0.1301	0.4515	3.4180	0.2931	1.0906	2.0440	Str	ACSR	397.5	01/01/1969		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	PRINCIPAL (POPAYAN)  RIO MAYO 1 115 kV	115.0	104.00	400	590	440	0.1500	0.5054	3.4180	0.3893	1.4344	2.0440	Cnx	ACSR	397.5	01/01/1986		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	PRINCIPAL (POPAYAN)  SAN BERNARDINO 1 115 kV	115.0	17.00	590	590	649	0.1327	0.4184	1.7090	0.3328	1.0779	1.0220	Str	ACSR	397.5	01/01/1985		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	PRINCIPAL (POPAYAN)  SAN BERNARDINO 2 115 kV	115.0	17.00	590	590	649	0.1309	0.4193	1.7090	0.3278	1.0797	1.0220	Str	ACSR	397.5	01/01/1985		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	SAN BERNARDINO  SANTANDER 1 115 kV	115.0	62.00	590	590	600	0.1423	0.4667	3.4180	0.2734	1.0300	2.0440	Str	ACSR	397.5	01/01/1973		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	SAN BERNARDINO  SANTANDER 2 115 kV	115.0	62.00	500	590	550	0.1423	0.4636	3.4180	0.2462	0.9393	2.0440	Str	ACSR	397.5	01/01/1989		No	
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP	SANTANDER  CABAÑA (CAUCA) 1 115 kV	115.0	24.50	460	460	506	0.2379	0.5473	3.3900	0.6413	1.3181	2.1200	Str	ACSR	397.5	01/01/1989		No	
DESARROLLO ELÉCTRICO SURIA S.A.S. E.S.P.	LA REFORMA  SURIA (DELSUR) 1 230 KV	230.0	42.79	1440	1620	1440	0.0350	0.3870	4.5850	0.2790	0.9720	2.6700	Uso		0.00	13/06/2021		No	
DISTASA S.A. E.S.P.	SAN MATEO (CUCUTA)  TASAJERO 1 230 kV	230.0	18.75	860	860	860	0.0666	0.4946	3.3420	0.2890	0.9240	2.6960	Uso	ACSR DRAKE	795 MCM	01/01/1984		No	
ELECNORTE SAS ESP	CUESTECITAS  RIOHACHA 2 110 KV	110.0	61.79	691	691	691	0.0970	0.4910	3.4100	0.3110	1.0900	1.9000	Str		0.00	17/10/2020		No	
ELECNORTE SAS ESP	MAICAO  RIOHACHA 1 110 KV	110.0	76.51	691	691	691	0.0960	0.4850	3.4300	0.3460	1.1800	1.8600	Str		0.00	17/10/2020		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARBOSA (SANTANDER)  PAIPA 1 115 kV	115.0	65.23	460	493	475	0.1958	0.5017	3.2720	0.5014	1.5144	1.8360	Str	ACSR	300	31/12/1982		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARBOSA (SANTANDER)  SUAITA 1 115 kV	115.0	26.64	478	478	616	0.1180	0.4855	3.4200	0.2908	1.6380	2.0830	Str		0.00	28/09/2022		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARBOSA (SANTANDER)  TSANTA ROSA 1 115 kV	115.0	39.41	360	589	360	0.1932	0.4110	2.7600	0.3407	1.2600	2.1170	Str		397.5	01/01/1975		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARRANCA  BUENAVISTA 1 115 kV	115.0	12.12	530	530	690	0.1932	0.4128	2.7442	0.3407	1.2564	2.0130	Uso		336.4	16/04/2018		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARRANCA  PUERTO WILCHES 1 115 kV	115.0	37.50	726	726	864	0.1051	0.4772	3.4227	0.2815	1.6233	1.5137	Str	DOVE	556.5	12/08/2013		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARRANCA  PUERTO WILCHES 2 115 kV	115.0	34.10	500	543	625	0.1400	0.4860	3.4000	0.3200	1.6120	1.6300	Str		0.00	28/12/2019		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARRANCA  SAN SILVESTRE 1 115 kV	115.0	8.61	530	530	600	0.1867	0.4914	3.3220	0.3636	1.4949	2.0160	Str	LINNET	336.4	01/01/2001		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BARRANCA  SOGAMOSO 1 230 kV	230.0	54.18	900	900	900	0.0801	0.4911	3.3380	0.2560	1.3980	2.1370	Uso		0.00	11/07/2014		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BUCARAMANGA  FLORIDA (BUCARAMANGA) 1 115 KV	115.0	1.65	792	792	1030	0.0901	0.4614	3.6051	0.4121	1.3980	1.7777	Str		0.00	30/11/2020		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BUCARAMANGA  LOS PALOS 1 230 kV	230.0	23.45	900	900	900	0.0788	0.4925	3.3140	0.2549	1.5566	2.7450	Uso	DRAKE	795	01/01/1989		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BUCARAMANGA  REAL DE MINAS 1 115 kV	115.0	8.68	530	530	600	0.2287	0.4757	3.1132	0.3973	1.4306	2.0338	Str	LINNET/PATRI	336.4/266.6	01/01/2001		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BUCARAMANGA  SOGAMOSO 1 230 kV	230.0	45.44	900	900	900	0.0801	0.4911	3.3380	0.2560	1.3980	2.1370	Uso		0.00	11/07/2014		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	BUENAVISTA  LIZAMA 1 115 kV	115.0	36.49	530	530	690	0.1932	0.4128	2.7442	0.3407	1.2564	2.0130	Uso		336.4	16/04/2018		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	CIMITARRA  TSANTA ROSA 1 115 kV	115.0	21.49	360	589	360	0.1932	0.4110	2.7600	0.3407	1.2600	2.1170	Str	LARK	397.5	01/01/1975		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	CONUCO  FLORIDA (BUCARAMANGA) 1 115 kV	115.0	11.81	592	592	720	0.0653	0.4586	3.6356	0.5153	1.2494	2.4000	Str		0.00	01/03/2021		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	CONUCO  TBOSCONIA 1 115 KV	115.0	9.52	592	592	720	0.1393	0.4814	3.4327	0.5892	1.2722	2.3103	Str		0.00	01/03/2021		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	FLORIDA (BUCARAMANGA)  RIO FRIO 1 115 KV	115.0	3.58	584	584	600	0.1194	0.4784	3.4686	0.4721	1.3686	1.7688	Str		0.00	30/11/2020		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	LIZAMA  SABANA DE TORRES 1 115 kV	115.0	33.11	589	589	720	0.1624	0.4126	2.7390	0.3098	1.2329	1.3100	Str		0.00	01/03/1995		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	LOS PALOS  PRINCIPAL (BUCARAMANGA) 1 115 KV	115.0	3.98	592	592	600	0.1393	0.4814	3.4327	0.5892	1.2722	2.3103	Str		0.00	29/12/2020		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	MESA DEL SOL  PIEDECUESTA 1 115 kV	115.0	23.90	458	458	458	0.2129	0.5171	3.1522	0.3899	1.6272	1.8016	Str		0.00	20/07/2023		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	MESA DEL SOL  SAN GIL 1 115 kV	115.0	38.27	458	458	458	0.2129	0.5171	3.1522	0.3899	1.6272	1.8016	Str		0.00	20/07/2023		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	OCAÑA  SAN ALBERTO 1 115 kV	115.0	59.90	324.8	530	530	0.1209	0.4881	3.3926	0.4472	1.6317	1.8939	Str		0.00	30/12/2021		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	OIBA  SAN GIL 1 115 kV	115.0	45.16	478	478	616	0.1180	0.4855	3.4200	0.2908	1.6380	2.0830	Str		0.00	28/09/2022		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	OIBA  SUAITA 1 115 kV	115.0	28.96	478	478	616	0.1180	0.4855	3.4200	0.2908	1.6380	2.0830	Str		0.00	28/09/2022		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	PALENQUE  LIZAMA 1 115 kV	115.0	45.64	530	530	690	0.1932	0.4128	2.7442	0.3407	1.2564	2.0130	Str	LINNET	336.4	01/01/2001		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	PALENQUE  LOS PALOS 1 115 kV	115.0	10.69	530	530	600	0.1933	0.4914	3.3190	0.3703	1.4950	2.1170	Str	LINNET	336.4	25/03/1990		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	PALENQUE  SAN SILVESTRE 1 115 kV	115.0	80.16	530	530	690	0.1793	0.4785	3.0596	0.8680	1.3180	2.0886	Str	LINNET	336.4	06/06/2016		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	PIEDECUESTA  RIO FRIO 1 115 KV	115.0	11.95	525	525	680	0.1365	0.5001	3.3130	0.2714	1.0608	2.2870	Str		0.00	30/11/2020		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	PRINCIPAL (BUCARAMANGA)  TBOSCONIA 1 115 KV	115.0	3.05	592	592	720	0.1185	0.4779	3.4683	0.5684	1.2687	2.3263	Str		0.00	29/12/2020		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	REAL DE MINAS  PALENQUE 1 115 kV	115.0	5.12	530	530	600	0.2144	0.4977	3.3209	0.3593	1.3351	2.1085	Str	LINNET/PATRI	336.4/266.6	01/01/2001		No	
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.	SABANA DE TORRES  SAN ALBERTO 1 115 kV	115.0	44.56	589	589	720	0.1626	0.4603	3.5430	0.3394	1.5200	2.1370	Str		0.00	01/01/1999		No	
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P.	ALTAMIRA  CENTRO (FLORENCIA) 1 115 kV	115.0	54.50	400	510	400	0.1906	0.4898	3.3940	0.5390	1.5200	2.3900	Str		0.00	06/04/1997		No	
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P.	CENTRO (FLORENCIA)  DONCELLO 1 115 kV	115.0	57.00	300	593	330	0.1570	0.4870	3.3800	0.4220	1.7380	1.0000	Str		0.00	01/01/1986		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	ALTAMIRA  HOBO 1 115 kV	115.0	65.00	400	518	490	0.1906	0.4898	3.3940	0.5390	1.5200	2.3900	Str	ACSR	336.4	01/01/1974		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	ALTAMIRA  PITALITO 1 115 kV	115.0	40.00	400	683	458	0.1313	0.4902	3.3920	0.4141	1.6517	2.1610	Str		0.00	31/08/2001		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	ALTAMIRA  SEGOVIANAS 1 115 kV	115.0	39.32	400	538	480	0.1709	0.5149	3.2193	0.3252	1.1661	1.9691	Str		0.00	28/04/2023		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	BETANIA  EL BOTE 1 115 kV	115.0	30.00	400	593	458	0.1573	0.4969	3.4340	0.4050	1.6106	2.1340	Str		0.00	01/01/1983		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	BETANIA  HOBO 1 115 kV	115.0	20.00	400	575	458	0.1571	0.5002	3.3890	0.4113	1.6019	1.9270	Str	ACSR	336.4	01/01/1993		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	BETANIA  SUR 1 115 kV	115.0	29.28	400	595	458	0.1397	0.5043	3.2545	0.4360	1.3715	1.7578	Str		0.00	11/08/2014		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	BETANIA  TSEBORUCO 1 115 kV	115.0	3.00	400	593	458	0.1573	0.4969	3.4340	0.4050	1.6106	2.1340	Str		0.00	01/12/1998		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	EL BOTE  NATAGAIMA 1 115 kV	115.0	80.96	400	480	494	0.2065	0.5152	3.2295	0.4787	1.5341	1.9006	Str	ACSR	336.4	01/01/2001		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	EL BOTE  SUR 1 115 kV	115.0	10.00	400	518	458	0.1906	0.4898	3.3940	0.5390	1.5200	2.3900	Str	ACSR	336.4	01/01/1998		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	EL BOTE  TENAY 1 115 kV	115.0	18.00	400	530	458	0.1540	0.3976	0.0476	0.3438	1.3047	0.0286	Str		0.00	01/01/2001		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	EL BOTE  TSEBORUCO  1 115 kV	115.0	27.00	400	593	458	0.1573	0.4969	3.4340	0.4050	1.6106	2.1340	Str	ACSR	397.5	01/01/1990		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	ORIENTE (HUILA) SUR 1 115 kV	115.0	8.63	400	595	458	0.1397	0.5043	3.2545	0.4360	1.3715	1.7578	Str		0.00	07/04/2014		No	
ELECTRIFICADORA DEL HUILA S.A. E.S.P.	SEBORUCO  TSEBORUCO 1 115 kV	115.0	0.40	100	275	115	0.4153	0.7021	2.3290	0.5884	1.8726	1.5600	Str		0.00	01/01/2001		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	BARZAL  LA REFORMA 1 115 kV	115.0	8.06	800	800	800	0.0953	0.4632	3.5172	0.3712	1.5541	2.1571	Str	ACSR	605MCM	06/02/1998		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	BARZAL  OCOA 1 115 kV	115.0	8.84	593	593	593	0.1423	0.4629	3.6917	0.5482	1.4778	2.2012	Str		0.00	06/04/1997		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	CAMPOBONITO  PUERTO GAITAN 1 115 kV	115.0	77.33	480	500	529	0.1683	0.4541	3.6202	0.5742	1.4690	2.1757	Str		0.00	11/06/2016		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	CAMPOBONITO  PUERTO LOPEZ 1 115 kV	115.0	44.00	480	500	529	0.1683	0.4541	3.6202	0.5742	1.4690	2.1757	Str		0.00	11/06/2016		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	GRANADA  OCOA 1 115 kV	115.0	67.00	593	593	593	0.1683	0.4541	3.6202	0.5742	1.4690	2.1757	Str		0.00	01/01/1972		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	LA REFORMA  OCOA 1 115 kV	115.0	12.00	800	800	880	0.0953	0.4632	3.5172	0.3712	1.5541	2.1571	Str		0.00	01/01/2001		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	LA REFORMA  OCOA 2 115 kV	115.0	12.00	800	800	880	0.0953	0.4632	3.5172	0.3712	1.5541	2.1571	Str		0.00	01/01/2001		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	OCOA  SANTA HELENA 1 115 KV	115.0	30.68	475	505	505	0.1423	0.4629	3.6917	0.5482	1.4778	2.2012	Str		0.00	17/03/2020		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	PUERTO LOPEZ  PUERTO GAITAN 1 115 KV	115.0	110.00	600	600	600	0.1260	0.5140	3.7520	0.4270	1.3310	2.2224	Str		0.00	23/12/2020		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	PUERTO LOPEZ  SURIA 1 115 kV	115.0	56.38	475	505	505	0.1423	0.4629	3.6917	0.5482	1.4778	2.2012	Str		0.00	19/08/2009		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	PUERTO LOPEZ  SURIA 2 115 kV	115.0	60.00	600	600	600	0.1200	0.4409	3.7521	0.5259	1.4558	2.2224	Str		0.00	18/12/2017		No	
ELECTRIFICADORA DEL META S.A. E.S.P.	SANTA HELENA  SURIA 1 115 KV	115.0	0.12	475	505	505	0.1423	0.4629	3.6917	0.5482	1.4778	2.2012	Str		0.00	17/03/2020		No	
EMPRESA DE ENERGÍA DE ARAUCA E.S.P.	BANADIA  TAME 1 115 kV	115.0	60.00	276	528	330	0.1909	0.4893	3.3870	0.5873	1.4180	2.3190	Str		0.00	30/11/1997		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	ALTO RICAURTE  CHIQUINQUIRA 1 115 kV	115.0	29.00	480	480	480	0.1664	0.5061	3.2962	0.4737	1.4836	1.8562	Str		0.00	06/02/2018		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	ALTO RICAURTE  CHIQUINQUIRA 2 115 kV	115.0	30.57	400	515	480	0.1230	0.5030	3.2730	0.3350	1.4700	1.7100	Str		0.00	22/12/2019		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	ALTO RICAURTE  MUISCAS 1 115 kV	115.0	45.37	400	515	480	0.1740	0.5050	3.2550	0.3970	1.4940	1.7620	Str		0.00	22/12/2019		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	ALTO RICAURTE  MUISCAS 2 115 kV	115.0	41.03	400	515	480	0.1230	0.4890	3.3730	0.3410	1.4890	1.7440	Str		0.00	22/12/2019		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	ARGOS SOGAMOSO  SAN ANTONIO (BOYACA) 1 115 kV	115.0	3.60	529	528	529	0.2840	0.6770	3.2990	0.5640	2.2340	1.8740	Str		0.00	02/10/2018		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	BARBOSA (SANTANDER)  CHIQUINQUIRA 1 115 kV	115.0	45.00	400	493	457	0.1958	0.5017	3.2720	0.5014	1.5144	1.8360	Str		0.00	31/12/1995		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	BELENCITO  SAN ANTONIO (BOYACA) 1 115 kV	115.0	2.19	522	522	522	0.2032	0.4907	3.3929	0.6036	1.3499	1.8849	Str		0.00	31/12/1988		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	BOAVITA  EL HUCHE 1 115 kV	115.0	48.00	100	120	120	0.1952	0.4958	3.3200	0.5845	1.3722	2.1206	Str		0.00	26/02/2018		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	BOAVITA  EL HUCHE 2 115 kV	115.0	43.00	600	720	720	0.0914	0.4799	3.4614	0.3891	1.5127	1.7480	Str		0.00	26/11/2019		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	CHIQUINQUIRA  SAN PABLO 1 115 kV	115.0	50.00	640	640	640	0.1488	0.4004	2.8902	0.5289	1.1556	1.7278	Str		0.00	31/12/2022		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	CHIVOR  TUNJITA 1 115 kV	115.0	26.50	529	720	720	0.1746	0.4841	3.6700	0.4763	1.5057	1.8488	Str		0.00	18/12/2017		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	COCORNA  PUERTO BOYACA 1 115 kV	115.0	6.15	400	493	480	0.1958	0.4959	3.3280	0.6192	1.4726	2.0540	Str		0.00	31/12/1992		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	DIACO (BOYACA)  TDIACO (BOYACA) 1 115 kV	115.0	2.35	400	522	480	0.2030	0.4970	3.3000	0.4790	1.5710	1.8000	Str		0.00	31/12/1995		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	DUITAMA (HIGUERAS)  SOCHAGOTA 1 115 kV	115.0	17.93	522	522	522	0.1747	0.4841	3.4310	0.4790	1.5348	1.8790	Str	ACSR	336.4	18/02/2017		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	DUITAMA (HIGUERAS)  SUAMOX 1 115 kV	115.0	18.29	522	522	522	0.1748	0.4841	3.4312	0.4797	1.5348	1.8789	Str		0.00	30/08/2019		No	
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.	EL HUCHE  SAN ANTONIO (BOYACA) 1 115 kV	115.0	32.00	493	493	493	0.1952	0.4958	3.3200	0.5845	1.3722	2.1206	Str		0.00	26/02/2018		No	
